cell_id	pos	x	y	z
5	14	100956.225151612	30090.6041356133	4563.64493786024
5	15	100902.418712869	29845.8435397595	4694.60163538118
5	17	100894.104764264	29861.8730602682	4762.71566714331
5	18	100939.721488944	29878.5588723197	4753.3394821793
5	19	101181.483454379	30362.3136889079	4550.68694799089
5	20	100983.776507583	29889.8078126931	4622.94339044823
5	21	100943.562129646	29930.0408025218	4637.12108180038
5	24	100963.051713489	29928.5185374854	4717.43624790698
5	26	100960.225671681	29940.0576099027	4684.49800507734
5	28	101041.547169652	30150.7677854267	4463.03736532257
5	29	101106.513283853	29627.2556926762	4268.48374199421
5	30	101117.610673788	29647.5572151941	4228.93996304842
5	31	101122.444859768	29703.0845846064	4286.50093421311
5	32	101038.36767566	29786.5166293063	4392.47039859204
5	33	101230.534349561	29914.0283347875	4449.44103107551
5	34	101013.906701188	29862.0864918824	4632.68400797705
5	35	101015.776200187	29852.4154426496	4574.45569552737
5	36	101084.605072357	29970.9661024444	4642.42466195472
5	37	100958.563711221	29731.3145027869	4983.19280762455
5	38	100858.663202484	29714.3711922358	4907.4006700368
5	39	100712.289638072	29679.9712054381	4834.31991279295
5	40	101146.115513689	29790.5617560298	4614.0437990404
5	41	101273.493969341	29975.0795486224	4303.60571628377
22	1	166479.765862057	64060.2933421208	5239.15720917178
22	2	166331.433806494	64239.7144964534	5370.06214546851
22	3	166326.142036757	64115.3426002995	5376.58291889785
22	6	166399.003258102	64033.2612903263	5580.80421518912
22	8	166292.056829157	64159.0195654386	5511.21339592555
22	9	166316.363566721	64019.5636075126	5437.0341692711
22	10	166431.319270351	63980.2269177913	5694.8907796594
22	11	166482.460727923	63962.1499002447	5832.72182616453
22	12	166441.308928367	63991.227890198	5778.00969128768
22	13	166364.85227992	64011.7389070232	5400.19283154909
22	15	166491.33774562	63873.2126941555	5638.60677395125
22	16	166486.585809685	63909.8080645168	5601.20100729859
22	18	166323.600763701	64091.2803036953	5626.2906513252
22	19	166445.508797949	63953.1594379485	5470.27203032181
22	20	166320.73563817	63971.4723006166	5725.71102095778
22	21	166278.726953588	63999.5302030389	5895.71994168185
22	22	166325.294856592	63993.2075652245	5880.11241700652
22	23	166404.159477664	64100.4809831519	5891.95378787404
22	24	166354.459696331	64013.9296466702	5723.68385978011
22	25	166455.718826558	63956.0970365775	5424.58625245065
22	26	166394.975132309	64062.621898165	5882.90593219002
22	27	166415.439122369	64143.0231621896	5896.95478414813
22	28	166485.066968868	64124.5904824908	5867.48836040247
22	29	166329.753030274	64212.6278357932	5584.4965358806
22	31	166345.341106662	64108.2252205526	5615.29856656573
22	32	166370.294437061	64135.4445055483	5590.52528363649
22	33	166443.13195835	64055.916962737	5401.72208478235
22	34	166465.833802988	64089.094273798	5766.29890080522
22	35	166411.151308399	64246.4327332773	5477.31500636111
22	36	166331.099318208	64273.911532525	5424.38708721533
22	37	166479.289126914	64116.8393390017	5828.86069495603
22	38	166426.263025343	64350.417262324	5470.25631731299
22	39	166371.296562499	64284.780908658	5564.13363682789
22	41	166411.767772946	64084.0604109131	5609.99998820323
23	1	144831.990820224	67203.2099601244	4408.20977266502
23	5	144725.737279118	67336.5311426736	4395.19729959833
23	6	144801.045329121	67416.8898274777	4226.57033925725
23	7	144752.799996153	67102.3260440502	4518.72956865627
23	8	145000.622738653	67207.7045783235	4169.22743165818
23	9	144572.881497839	67034.4375384879	4440.33887413236
23	11	144914.057320798	67210.8821542775	4114.58024334439
23	13	144779.542131839	67226.7501505049	4367.71906194185
23	18	145060.062181115	67269.320889452	4217.83351505143
23	19	144843.688211615	67173.9941918405	4429.11325367693
23	20	144700.086928454	67527.2482299153	4186.91095814761
23	21	145002.430225775	67304.9422013032	4212.76400135515
23	23	144779.444639283	67353.9469390857	4351.15775546051
23	27	144804.514054269	67292.5385043879	4049.82553766836
23	28	144806.186331121	67261.1648170862	4120.89031013892
23	29	144788.219272917	67142.2484715798	4610.55048403468
23	30	144794.876484411	67125.1894158186	4537.07199067869
23	31	144906.175689653	67294.8482784785	4324.69979160014
23	32	144855.896923004	67003.6300234729	4128.68377037973
23	33	144842.743164849	66963.0109228266	4235.11326228125
23	34	145010.6664926	66983.3654598749	4270.82141618407
23	35	144877.073058755	67127.3114438496	4280.87441077785
23	36	144953.735684158	67156.2746350283	4095.61720832247
23	37	144802.344056083	67281.4368110057	4122.66150434873
23	38	144790.091106349	67103.9377512429	4157.63367557551
23	39	144713.737200922	67143.7223514828	4224.28633311779
23	40	144708.68705718	66971.0780779141	4085.61449867036
23	41	144717.850662504	67035.6316981591	4111.04007729736
26	1	160120.019523281	70381.3817512982	2657.02923458206
26	2	160152.600109365	70357.6046297199	2668.56928339412
26	3	160185.409167726	70397.5226951456	2562.95014130151
26	4	160146.1369684	70410.8599475342	2425.24120163162
26	8	159854.889843081	70655.146502688	2915.21369844531
26	10	160082.624393188	70747.8381705876	2685.20797085034
26	11	160018.526752849	70788.5482604432	2779.44649265913
26	12	159952.143311572	70756.1495085403	2964.4707251053
26	13	159859.444280414	70704.376721282	3204.82525673516
26	14	159849.859262735	70684.6814306098	3028.86298790781
26	15	159963.981462837	70760.0423277603	3205.15574793112
26	16	159898.755410453	70766.2468806643	3115.33359455536
26	17	159772.823317572	70770.4035243762	3007.73785808371
26	18	159852.655636348	70763.0357139748	3042.83313614648
26	19	160077.447654177	70798.5633671333	2807.28501354662
26	20	159832.088244238	70827.5200484735	2791.58310201589
26	21	159916.174261302	70756.2560579253	3039.75002031628
26	22	160489.797310864	70694.9225573226	2763.58905858758
26	24	160614.801114754	70786.101498079	2638.50087704379
26	25	159958.264844847	70774.8967002825	2903.72088100373
26	26	159971.312244131	70751.6250815888	3049.21090875707
26	27	160007.481431263	70749.0754173372	2891.25860618486
26	28	160098.922123992	70845.3313468823	2986.11240946001
26	29	160015.960017277	70797.4119441121	2973.97460433651
26	30	160044.949169371	70808.1208816324	2880.86691596642
26	31	160163.935827182	70805.3143864396	2957.70205093505
26	32	159847.090657315	70540.82451468	3060.58378938785
26	33	159811.906560989	70526.5791009995	2898.01074120932
26	34	160048.388428912	70629.143824773	3035.07231002836
26	35	160057.627297253	70628.1796434271	3067.87117189656
26	36	159923.505140805	70806.559430843	3138.27900813034
26	37	159941.574362828	70823.5246909531	3192.73129187898
26	38	159945.31657618	70722.482892599	3083.38478779402
26	39	160122.090611133	70614.0999277462	2747.27448975544
26	40	160104.303557365	70811.1406248698	2952.09358367262
26	41	159989.681595533	70651.6602376442	2976.2889579477
29	1	101006.175008329	74772.006631841	2741.12675095983
29	4	100881.031270587	74549.2451492558	3237.10579297257
29	7	100622.465947132	75026.9691001623	2759.86932000598
29	8	100563.290555586	75021.7537722619	2789.71648476136
29	9	100558.208627167	75042.2861854996	2729.06186091612
29	10	100834.312467286	75038.9990195375	2601.32765798743
29	11	100661.520560564	75081.6781840216	2779.88025217453
29	12	100750.30225096	74985.9075993421	2856.42878882307
29	13	100751.681502122	74958.1669323583	2873.35595988381
29	14	100698.421961446	75066.9291493178	2647.95322044675
29	15	100829.562051012	75221.1791099018	2844.08454179598
29	16	100860.272702301	74948.5388776057	2696.67737745481
29	18	100787.625542687	75082.159876773	2807.37082795146
29	19	100774.13968144	75427.3444408124	3013.96573633333
29	20	100693.850052534	75391.0910489986	3045.91592063082
29	21	100622.968050483	75363.6337720656	2840.76501434034
29	22	100676.771861817	75239.7800019933	2791.23703999533
29	23	100634.390330544	75199.9781771313	2847.61328022378
29	24	100662.652454519	75290.8973829112	2869.83942624592
29	25	100721.222516853	75147.4313283459	2838.12090503047
29	26	100806.051814371	75198.1191485802	2757.03008317654
29	27	100785.06276392	75194.889675945	2837.38568817285
29	28	101264.196655429	74464.0507120576	3070.85225839554
29	29	101244.305490109	74542.1177819079	2653.15439753361
29	30	100696.22439432	75142.989889751	2880.64462946958
29	33	100699.443188695	75166.3514464737	2839.1555618045
29	35	100807.351947755	74995.2925884099	2743.23815586086
29	36	100728.993184381	75051.7251909754	2662.30313696974
29	37	100935.439046025	74684.1672845948	2567.94522834657
29	38	100789.316082526	75129.8727818235	2898.74414372931
29	39	100772.990078762	74923.6070012788	2558.97946554743
29	41	100782.476338924	75046.0366594035	2594.98328804296
32	1	105962.417472836	96582.7580570438	4146.66664051298
32	2	106008.692625076	96527.8848132793	4077.19020333443
32	6	105879.383334514	96610.16579984	4004.57719739853
32	10	105871.739325419	96762.3821459539	4018.08940664679
32	11	106091.398454493	96638.8972623854	4085.52701572415
32	13	105967.073263929	96658.6291356915	4225.44240651256
32	14	105963.040125337	96571.652848514	4071.77363432283
32	18	106047.99358167	96715.5507846887	4378.84096184845
32	19	105884.038187383	96698.2612904248	4207.64410982662
32	21	105977.760339806	96689.1988650169	4184.60286234118
32	22	106035.588156618	96595.1127802261	4142.40780491552
32	24	106043.516502513	96648.5917409822	4156.51790575176
32	25	105950.370950867	96601.4285274806	4167.89393342277
32	26	105826.202691205	96759.3842787801	4258.47265445179
32	27	106084.435949073	96278.9312789099	4273.34807666865
32	28	106036.514144361	96782.453778684	4402.5766830323
32	29	106126.18822827	96678.8774154059	4382.05742872252
32	30	106189.301092856	96728.3462163455	4159.13131537036
32	31	106117.41852599	96693.6069673073	4269.52086019753
32	33	106176.561982109	96788.673037994	3969.46034284097
32	34	106030.769453326	96396.2302498418	4312.03012277915
32	35	106081.403440466	96522.1998547519	4421.51591528096
32	36	106034.073812459	96433.7219367238	4286.75764480751
32	37	106020.476270598	96718.6711369754	4138.45262303658
32	38	105911.501749465	96627.5248904497	4322.74281480469
32	39	106041.15441613	96422.039679511	4254.64882781954
32	40	106087.607947061	96343.0710512637	4334.41177645092
35	1	8021.18381839422	87862.5110800735	2917.58714718064
35	2	7952.06261536919	87928.1344329119	2727.75445572947
35	4	8340.61019617435	88313.4864368184	2822.10797814587
35	5	8283.31767850031	88235.8246007913	2783.72030512425
35	6	8187.99030205535	88226.5075233459	2837.00239874172
35	7	8253.61676946015	88189.2132406469	2732.78159389631
35	8	8257.42147755035	88205.0671400494	2727.30098382797
35	9	8191.23137721329	88146.1840878764	2907.5452684801
35	10	8294.76970060028	88303.6037341923	2688.69708584955
35	12	8188.25451765723	88221.124294644	2816.74505773339
35	13	8216.81757467206	88120.2076449319	2707.32231992997
35	14	8256.47167158965	88066.3682182569	2648.0848582952
35	15	8332.07256999494	87803.3371258293	2907.70500914525
35	16	8130.78564106838	87880.9759715116	2898.26752923039
35	17	8147.85707143927	87807.2139795246	2933.8563472152
35	18	8141.25548364819	87875.0731207391	2889.99580894368
35	19	8168.12017240773	87957.8873600182	2894.48284103495
35	21	8146.35897045729	88088.622893657	2896.92092043421
35	22	8232.84043389715	88240.3658021353	2833.3688468505
35	23	8174.75380753616	87990.4152069387	2847.55059996405
35	24	8250.18536755935	88030.2340882062	2689.95646807067
35	25	8233.33128860103	88089.8954453943	2659.20449400033
35	26	8287.4482094097	88090.8030321185	2653.34378231983
35	27	8314.53094547456	88093.7598079508	2702.90333925657
35	29	8213.57946351088	88023.191665252	2807.38318315868
35	30	8251.773205966	88114.3189541927	2674.59211543505
35	31	8206.32841523977	88138.1885683697	2746.72334465135
35	32	8257.28882645179	88010.5454096963	2753.88889031964
35	33	8141.81904626278	88103.8905888105	2877.17455102837
35	34	8007.47075103111	87723.2693722227	3457.47527976229
35	35	8054.84214090486	87748.4641861843	3468.0161530788
35	36	8002.93121150384	87764.4131525948	3562.38404568235
35	37	8083.34390203418	87963.9676411635	2963.40329120859
35	38	8204.48434798572	88012.0666881518	2786.13707496349
35	39	8104.23550780617	88011.004192028	2817.51581577317
35	40	7982.66880897905	87906.7896493405	2823.13805190204
35	41	8226.30401305087	88228.8989484465	2863.21842578494
36	4	143405.86814109	81491.3238049373	10220.0997057785
36	7	143637.463393051	81275.3570215573	9861.04373320933
36	10	143250.16234539	81196.7578233221	10431.7520930095
36	12	143256.434442455	81136.8029214009	10406.9712111303
36	13	143303.048782185	81154.4123221167	10169.554763939
36	14	143454.328939892	81051.9851771989	9752.92187956045
36	15	143303.372297318	81454.7495444101	10239.4124552801
36	16	143255.4254017	81024.4159754468	10312.869800122
36	17	143201.313449651	81000.2401471644	10230.0515495283
36	18	143298.853774719	81007.7608578259	10241.5280198796
36	19	143342.76793333	81530.123153912	10498.3027276632
36	20	143556.961927845	81473.1734729583	10206.6161293456
36	21	143370.015102914	81483.7115082684	10310.5291252578
36	25	142770.912092039	80887.7885468432	10916.8204302055
36	26	142976.558914088	81261.6163064259	10337.4930041684
36	27	143282.540092945	81189.2583454732	10369.6224390035
36	29	143195.684607809	81648.4064203624	10240.2422742251
36	30	143295.350341964	81587.3178263189	10245.7548952981
36	33	143089.524858231	81225.5457199629	10313.7877096268
36	35	143576.412232332	81317.5492082889	10193.8004219876
36	36	143589.362193076	81461.2165944528	10048.0732353171
36	41	143315.720146062	81144.7330807635	10244.6940372742
48	1	79824.5798666485	102667.133124084	10431.1232482333
48	2	79652.6633416606	102566.702159614	10365.8318719356
48	4	79442.2739373718	102559.397842895	10101.5651348851
48	6	79359.4223123858	102517.61934264	10150.0922217004
48	7	79582.9200609624	102631.841351566	10162.5438029893
48	11	79415.2930184812	102837.251769695	10128.696725436
48	12	80242.4359856415	102832.37537992	10110.8932903638
48	13	79594.2649357717	102581.323504488	10296.7704155091
48	18	79862.2317255113	102701.191476385	10301.8279163671
48	19	79759.4774846378	102694.580668041	10546.6686979798
48	20	79767.1849019976	102697.368800677	10483.8977360066
48	21	79903.2259407071	102614.868561094	10535.8611507512
48	22	80344.4558044484	102546.848043095	10700.7762993848
48	23	80306.8946652351	102571.557217279	10648.1699106842
48	30	79493.4159653431	102690.985687359	10328.800118135
48	33	79829.0573012907	102649.509627779	10273.2258846014
48	36	79647.3342462765	102798.583980221	10209.14845056
48	37	79435.3128342665	102617.989878653	10589.6979634797
48	40	80040.9069117912	102546.038295668	10229.0833605138
48	41	79986.5598637557	102566.412167515	10362.0206083335
49	5	21337.8027498581	101774.78409748	2608.52745372803
49	6	21335.5287329839	101782.06194018	2725.40321365524
49	7	21358.9346769861	101797.592635417	2632.90136720378
49	8	21452.8245969962	101787.631432112	2794.63353905008
49	9	21397.5658460349	101780.66837311	2747.33380520215
49	11	21445.6154292381	101773.227971592	2723.48436715108
49	12	21469.6473414017	101866.433048594	2642.18547692365
49	14	21730.637195871	101921.010822928	2710.4390009948
49	15	21486.3354321113	101858.151250132	2712.12621262379
49	17	21501.4718490468	101710.05594469	2584.72786343596
49	18	21499.6918805683	101868.707173351	2679.54085476191
49	22	21369.0382153819	101990.290903695	2996.36509161331
49	23	21503.5728911103	101890.737599076	2880.53689693112
49	24	21594.1543374662	101961.858944337	2781.79131575016
49	25	21508.9847350197	101945.006020466	2744.43733561801
49	26	21427.297177257	102023.57682473	2764.32540778928
49	27	21667.270595959	101927.693946321	2678.85974001147
49	28	21698.5940640831	102061.557305121	2712.3167674468
49	29	21661.4518201356	102047.91601449	2668.11419960518
49	30	21704.5421243545	102051.638877475	2678.30128478196
49	31	21743.4375828168	102011.693714245	2742.92623416479
49	32	21564.1288794136	101892.482677968	2815.22943511733
49	33	21582.9539572029	101987.719853389	2722.87406482845
49	34	21611.4927415722	101876.199673503	2826.11193288385
49	36	21568.9900574257	101947.526045158	2733.14932300532
49	37	21566.5831355085	101924.453962516	2879.13732049282
49	38	21520.2326303304	101960.54299023	2845.23179515995
49	40	21478.0171208975	101697.693649008	2845.98984354448
49	41	21613.0352970376	101629.57988042	2913.75748791585
55	1	30837.9988224672	107664.545412303	3001.928555578
55	2	30903.8297574885	107709.621763697	2992.04796463359
55	8	30704.9664492756	107417.740752883	3091.07502551903
55	9	30730.9809586537	107461.745288207	3085.14816469763
55	12	30835.8838768891	107824.057397503	2973.01011636721
55	15	30785.1520908284	107686.094764112	3284.92144292152
55	16	30848.9270935651	107783.509365126	3224.79095263893
55	17	30790.8595426401	107713.086353914	3256.13765724577
55	18	30837.8013427594	107720.246488923	3225.57810450063
55	19	30926.0314591683	107731.06377256	3171.77488826176
55	20	30894.9872661352	107689.948922667	3132.63994704888
55	21	30773.2573223664	107753.152174389	3211.30013481713
55	22	30881.2165481793	107805.45114934	3286.45696745868
55	23	30885.6711205256	107777.402073532	3266.05713738776
55	24	30898.9231992742	107761.2760965	3301.69100367774
55	25	30904.4197221128	107812.988253907	3229.86221409076
55	26	30731.7095951881	107954.710141317	3149.54171909583
55	27	30902.2021559964	108031.582423775	3024.95279613943
55	28	30872.538805196	107947.10593501	3133.82576098788
55	29	31035.3220933448	108062.253266974	3108.86581139773
55	30	31022.0925303875	107981.430728585	3036.28267399494
55	31	30949.8994138224	107976.062371605	2994.46215940696
55	32	30979.0441946865	107975.50682378	3057.29350119102
55	33	30951.8388769614	107856.317741792	3153.1286282853
55	34	30951.3430181619	107964.983697942	3027.51813163264
55	35	30913.8931862495	107834.76113164	3243.56127598126
55	36	30899.452799153	107877.204781079	3087.45249280762
55	38	30788.1135275734	108048.20211214	3151.88607513977
55	39	30964.1716164892	107969.417272698	3059.57900141001
59	1	61334.7914625602	117624.482938989	4877.42645380361
59	3	61733.6786697966	117563.646686929	4797.89307784965
59	4	61644.1414479192	117583.891747854	4898.58896633715
59	8	60799.8186134452	117387.807214749	5334.9395888708
59	9	60853.8546457085	117332.917961586	5339.94826880705
59	10	61256.6753940514	117439.536034097	5081.45996229925
59	11	61220.9484379819	117420.697205419	5047.59605472532
59	15	61287.4499574936	117538.077115182	4963.36702951529
59	16	61368.6069561997	117503.416780534	5029.0273617483
59	17	61209.5364366248	117232.076234926	4910.30199773308
59	18	61139.3009848043	117440.352326083	4997.20230507893
59	19	61109.0158915203	117343.759517689	5049.93861842441
59	20	61157.8019369862	117280.388968076	4953.21202076564
59	21	61097.3861631494	117423.668385418	5020.15061440277
59	22	61187.4257330381	117395.013935356	5187.87998808429
59	23	61606.9859977523	117630.387945806	4987.98692964404
59	24	61149.4298003458	117440.360018498	5001.39189955295
59	25	61106.117682544	117332.151773607	5100.79729477186
59	28	61262.5266075512	117362.92822375	5076.15769001165
59	30	61637.2792044882	117446.065303052	5118.00461153214
59	31	61375.0664326128	117363.172157305	5179.5675835886
59	32	61355.6951560696	117426.809301847	5157.11395260605
59	33	61498.7294729286	117382.129263207	5008.48359832846
59	34	61366.6553578984	117168.173971945	5094.16517471819
59	36	61791.0882279425	117329.299207036	5126.52466974557
59	37	61356.3586281677	117343.872301218	5700.70764885371
59	38	61346.9221127205	117332.282841842	5658.79828263577
59	39	61240.4862420148	117123.742460076	5128.01524131317
59	40	61115.826715723	117244.53770128	5135.34576369898
61	5	71228.793326081	124825.052404072	5273.90343489845
61	8	70679.9849060546	124882.606030142	5462.99077297048
61	15	70305.6973626922	124866.703427785	5920.01709506735
61	16	70330.0665696077	124912.076541656	5868.47975674136
61	19	70466.7807615794	124919.190296233	5815.06387172427
61	20	70629.1483161853	124859.057161882	5771.36693750984
61	21	70619.4144407755	124886.645762326	5886.88633369447
61	24	70437.2956736063	125187.361356215	5542.52258368568
61	25	70690.5037547538	124817.339564619	5758.78277572449
61	26	70468.4007209802	124923.73664158	5852.06650257514
61	27	70528.9831574251	124884.930774188	5755.68340594891
61	30	70474.9725082612	124807.134264407	5757.88133957705
61	31	70494.0512322978	124786.393000818	5831.34557186687
61	34	70809.2380043344	124848.0060573	5596.96313710002
61	35	71262.275771126	125522.064686134	5335.06603601328
61	36	71157.896268846	125540.134210725	5615.90314461888
61	38	70479.6400003583	124937.646002592	5639.77179485727
61	39	70682.2476073561	124725.808722331	5520.99103141055
61	40	70602.9228373034	124901.23724519	5442.65545498403
61	41	70537.925250239	124988.701716063	5591.81749837769
63	2	129047.69589923	121276.999200476	1673.61591064346
63	3	129023.793170732	121252.926051983	1696.93760929284
63	4	129374.375084284	122103.304360659	1366.88751702892
63	5	129411.050146688	122051.4277103	1335.06731059901
63	8	129116.591450884	121437.012547812	1342.68065351322
63	9	129240.210192061	121541.379301332	1648.77207192414
63	10	129136.08408391	121186.792280992	1609.78821941988
63	11	129053.375644782	121165.903945964	1731.40130437268
63	12	129351.383350708	121347.172468831	1670.02875575945
63	13	129364.210205985	121260.220589153	1553.26343556747
63	14	129367.34032495	121135.232196985	1705.02324243578
63	15	129345.411891965	121324.279123923	1703.13744043108
63	16	129125.35825513	121195.756004461	1669.13541380867
63	17	129376.704871902	121294.110211937	1606.37111122882
63	19	129431.882846095	121189.188826435	1759.4216378316
63	20	128767.44370133	120778.856154986	1827.63807528738
63	22	129303.23101123	121202.443713865	1690.13097435559
63	25	129408.610768145	121263.973033332	1823.115398919
63	26	129370.894126593	121360.683511733	1692.4283456583
63	27	129250.043916105	121269.480123648	1711.64070421805
63	28	129294.659091126	121403.277241817	1487.02198977622
63	29	129404.822021668	121403.013474523	1416.67375762715
63	30	129418.144785759	121363.062408108	1353.44855061922
63	31	128966.402884654	121163.456854359	1565.57154443647
63	32	128995.222624689	121232.535028165	1705.13916575214
63	33	129418.450057599	121282.31688289	1578.5318067277
63	34	129069.72921053	121540.93943856	1432.85115662244
63	35	129035.433478647	121556.899640415	1422.95871812638
63	36	129261.907232466	121276.491391611	1537.67899257865
63	37	129023.427744595	121427.663964906	1595.12675890442
63	38	129056.9967662	121298.044863498	1576.64603324355
63	39	129144.820264211	121164.2757308	1614.68007298332
63	40	129010.430622509	121523.839434061	1399.90677701068
63	41	129069.537070421	121520.731385296	1441.38128192628
67	5	94825.0435461347	127382.884974966	5153.87539835663
67	6	94823.0145518667	127282.768175806	5264.13696991872
67	7	94928.5106353422	127291.439839957	5147.38660288293
67	8	94740.2661981678	127521.866119567	5146.23893901981
67	9	94728.4981158947	127430.213248103	5126.54654821491
67	13	94595.2461955722	127412.819380906	5178.78635167234
67	14	94625.9003620335	127399.234141741	5199.57750417059
67	16	94935.6851923782	127724.95747954	5006.58841254385
67	17	94605.2499146609	127485.757970878	5106.25749967113
67	18	94563.4987861576	127341.578282272	5245.14800846857
67	21	94810.1684075058	127742.874635463	5027.83979725407
67	22	94540.3955552236	127624.341406189	5132.02523977192
67	26	94752.5668096667	127707.926787735	4888.65125446922
67	27	94901.3574703769	127655.501649667	4751.65943273894
67	30	94819.4451368824	127586.096867742	4926.08653258742
67	31	94740.4809780507	127396.785404771	5154.27172366563
67	32	94791.3487966952	127366.214891106	5264.04326945685
67	34	94710.8902741479	127394.99822537	5079.51803306844
67	35	94757.7838854657	127417.576613229	5336.12644200111
67	36	94765.1596439379	127482.010471729	5345.49295081396
67	37	94832.0058809071	127608.899295955	5008.74374536799
67	38	94763.8305751976	127500.76020656	5208.12523026938
67	39	94728.6650024813	127456.444700899	5289.01686699251
67	40	94804.2994238465	127603.941798947	4975.01070844975
67	41	94752.2896429491	127440.452873346	5156.67291567763
69	4	117279.101747547	134025.178321448	2378.05018897952
69	8	117275.660078894	133718.335664417	2415.3754392794
69	13	117574.63482744	134063.053246389	2203.37752403923
69	14	117732.601395322	134103.279083935	1803.77336032322
69	15	117827.201157098	134109.205640821	1780.21267282589
69	16	117393.504744082	133922.560614448	2336.13209265187
69	17	117501.287786729	133951.930587272	2210.46435524552
69	18	117320.552166643	133743.976096394	2381.70054006881
69	19	117278.532344805	133561.966465736	2553.7547264897
69	20	117292.58035534	133556.812515907	2590.98201050848
69	21	117281.794658356	133607.353076632	2494.21582372858
69	22	117294.214610367	133632.14089598	2567.55093612845
69	23	117278.859118369	133849.295930052	2457.18027672849
69	24	117248.556704273	133811.828681068	2428.16318838453
69	25	117219.411525036	133611.901200632	2569.32668313455
69	27	117250.614678378	133679.986839047	2445.19538562762
69	28	117228.997113936	133738.858786484	2406.48844760882
69	30	117152.429591982	133867.042446501	2655.52852297679
69	31	117145.835270128	133944.113202127	2789.6914128413
69	32	117129.93348578	133982.929068196	2613.91226535052
69	33	117254.46680476	133984.356471565	2544.34272855351
69	34	117292.57671587	133887.339554027	2344.69926890198
69	36	117177.270230115	134026.508224587	2506.81087911551
69	37	117164.21786097	133991.960170689	2453.18695830093
69	38	117137.463722532	133986.921040936	2508.61208105544
69	39	117155.103517174	133981.681876633	2497.9076831886
69	40	117158.719796905	133938.530610997	2542.49461264903
69	41	117169.386816613	133996.492849899	2498.75814306269
75	2	100536.399626358	158060.176579187	3027.04108991819
75	3	100490.600768614	157985.067924619	3100.5365901862
75	4	100415.652293531	158054.838850842	3131.50705943628
