bin1	bin2	out.mean
16	29	331.68076572327
16	30	326.346517149758
16	31	324.468237883959
16	32	330.994406764706
16	33	321.360193144208
16	34	340.541480966767
16	35	341.147452279635
16	36	331.90594091954
16	37	348.128786176471
16	38	358.981712168142
16	39	376.295753546911
16	40	369.490794985251
16	41	400.208091826923
17	18	230.09042078853
17	19	308.276898142415
17	20	322.774506639004
17	21	330.953670539419
17	22	322.11985620915
17	23	340.147241545894
17	24	333.709625652174
17	25	333.047327272727
17	26	346.895158947368
17	27	361.675143944637
17	28	327.617592035398
17	29	338.962330081301
17	30	339.92462815534
17	31	320.695479130435
17	32	318.382193774319
17	33	324.316258412698
17	34	325.398370428016
17	35	345.478743076923
17	36	347.780397515528
17	37	344.84144
17	38	363.161972321429
17	39	397.288675379939
17	40	383.320189411765
17	41	411.361679495268
18	19	254.103497429306
18	20	298.844397153025
18	21	275.833396896552
18	22	309.767754571429
18	23	325.614012863071
18	24	319.164544074074
18	25	336.941130744337
18	26	323.246567177914
18	27	353.154377678571
18	28	324.269185214008
18	29	331.060596271186
18	30	320.381410249307
18	31	309.352446899225
18	32	315.24527456446
18	33	324.55857032967
18	34	332.199441638225
18	35	344.649214864865
18	36	338.580102941176
18	37	337.204954340836
18	38	350.142139141414
18	39	371.92172734375
18	40	371.529102547771
18	41	391.695995844875
19	20	236.737033050847
19	21	303.823433524355
19	22	297.000583108108
19	23	330.387
19	24	347.002518902439
19	25	329.020975443038
19	26	327.93348783455
19	27	328.973874252874
19	28	326.095048286604
19	29	328.937945584046
19	30	322.834882969432
19	31	308.8847990625
19	32	319.512898369565
19	33	313.91598641189
19	34	331.510532786885
19	35	349.057948219178
19	36	329.059841322314
19	37	340.816631413613
19	38	350.283226824458
19	39	372.827793223819
19	40	368.742885078534
19	41	397.34763956044
20	21	235.881075704225
20	22	296.501880122324
20	23	303.152925339367
20	24	324.052832258065
20	25	334.876728975265
20	26	316.068924666667
20	27	353.257472611465
20	28	316.358555844156
20	29	323.255373563218
20	30	337.57571570997
20	31	307.040685833333
20	32	309.765595910781
20	33	334.298268373494
20	34	336.069720588235
20	35	341.349192307692
20	36	342.32831849711
20	37	338.718135034014
20	38	348.543285393258
20	39	394.698664347826
20	40	364.263466176471
20	41	407.767263467492
21	22	240.143698575499
21	23	272.211895041322
21	24	267.257750185874
21	25	315.28952192691
21	26	316.503941157556
21	27	360.132707717042
21	28	320.600782051282
21	29	319.312434296029
21	30	335.003224561403
21	31	315.311447410359
21	32	313.049386219081
21	33	326.715075637394
21	34	317.073908127208
21	35	327.307757875458
21	36	339.588919553073
21	37	332.024933447099
21	38	339.185697849462
21	39	375.749099722222
21	40	377.089348611111
21	41	390.350459467456
22	23	222.671149838188
22	24	291.115407575758
22	25	307.454053543307
22	26	325.935470229008
22	27	335.249562406015
22	28	328.233862126246
22	29	329.182368085106
22	30	327.581498831776
22	31	320.366935430464
22	32	321.691798853868
22	33	316.933745701357
22	34	327.316388081395
22	35	335.107328405797
22	36	315.434213495575
22	37	334.833183146067
22	38	339.54109661017
22	39	372.938729039301
22	40	390.935908913649
22	41	412.298392165899
23	24	204.083382061069
23	25	294.500808550186
23	26	313.389015636364
23	27	360.805756272401
23	28	327.763330222222
23	29	320.437209205021
23	30	356.252042760943
23	31	317.321376036866
23	32	327.308758847737
23	33	332.647539215686
23	34	328.812592094862
23	35	331.673468292683
23	36	339.488319805195
23	37	324.391311698113
23	38	356.64741510574
23	39	373.8666203125
23	40	368.411217870722
23	41	400.217960535117
24	25	269.665987741936
24	26	300.298905128205
24	27	341.767641082803
24	28	314.19906375
24	29	321.913941911765
24	30	360.999156626506
24	31	315.287901209677
24	32	320.047023508772
24	33	320.249117378049
24	34	323.802298141264
24	35	327.912297026022
24	36	342.207190615836
24	37	338.797690545455
24	38	349.898658448753
24	39	379.833544314869
24	40	379.862263571429
24	41	401.556184756098
25	26	308.979489635854
25	27	327.752743902439
25	28	322.778649446494
25	29	334.308165084746
25	30	330.025272081218
25	31	319.083337318841
25	32	335.604137060703
25	33	314.674859854015
25	34	333.503099339934
25	35	351.473708940397
25	36	327.034201237624
25	37	347.779457453416
25	38	344.366663443396
25	39	380.467118932039
25	40	383.668630625
25	41	407.791747326203
26	27	278.460309278351
26	28	277.710343055556
26	29	289.347249390244
26	30	327.108174193548
26	31	302.56429122807
26	32	295.375887387387
26	33	319.589967901235
26	34	319.343868553459
26	35	317.475384146341
26	36	332.901451300236
26	37	328.898362908012
26	38	329.985084459459
26	39	359.878671764706
26	40	348.210186186186
26	41	385.201815538847
27	28	222.506361829653
27	29	303.355603264095
27	30	314.776523239437
27	31	307.267532890365
27	32	326.317240294118
27	33	328.529376958525
27	34	342.195632448378
27	35	355.077427299703
27	36	333.605858333333
27	37	359.678748414986
27	38	353.538161171367
27	39	374.176302727273
27	40	379.893596306818
27	41	412.96264822695
28	29	197.687161188811
28	30	278.566367412141
28	31	263.181467219917
28	32	284.034458955224
28	33	292.707972468354
28	34	301.565710344828
28	35	310.136843650794
28	36	305.894189846154
28	37	305.004406818182
28	38	331.539643390805
28	39	365.993143333333
28	40	347.921258362989
28	41	392.60998778135
29	30	258.577678116343
29	31	263.731832183908
29	32	248.980905405405
29	33	294.503472928177
29	34	317.097155357143
29	35	316.404613986014
29	36	320.57348487395
29	37	331.985190169492
29	38	338.31912348285
29	39	366.080819293478
29	40	357.964054276316
29	41	383.396692285714
30	31	215.278132743363
30	32	276.948736216216
30	33	300.241837690632
30	34	326.437288826816
30	35	317.776475428571
30	36	308.708141630901
30	37	333.982407923497
30	38	345.605184917355
30	39	359.036451991614
30	40	364.217744444444
30	41	396.74666353211
31	32	206.95388390411
31	33	270.211753395062
31	34	276.030185714286
31	35	279.364401901141
31	36	282.196861746988
31	37	292.676689811321
31	38	303.395647398844
31	39	331.52974672619
31	40	318.684932727273
31	41	352.812923492063
32	33	224.115879581152
32	34	270.609924025974
32	35	251.056792138365
32	36	292.472616971279
32	37	306.278819480519
32	38	314.560278085642
32	39	349.156282585752
32	40	341.30594031746
32	41	360.622276566757
33	34	221.710281315789
33	35	272.939117032967
33	36	293.723410123967
33	37	303.113639686684
33	38	322.656655864811
33	39	345.344583917526
33	40	351.146801570681
33	41	371.961170614035
34	35	213.737475617284
34	36	295.093154973822
34	37	282.91165488959
34	38	296.88824625
34	39	332.708678328982
34	40	335.284718095238
34	41	362.19089863388
35	36	259.236579373368
35	37	299.259274679487
35	38	303.170775
35	39	338.987291733333
35	40	337.882081578947
35	41	356.964665591398
36	37	248.080230150754
36	38	312.538933463035
36	39	340.315311491935
36	40	348.771492746114
36	41	376.592256745182
37	38	253.533160240964
37	39	342.78635764411
37	40	318.953317878788
37	41	352.243381770833
38	39	259.207963825758
38	40	295.166554176611
38	41	304.536811752988
39	40	240.02926210269
39	41	303.883283438155
40	41	226.708411363636
