bin1	bin2	Cell.3	Cell.4	Cell.5	Cell.22	Cell.23	Cell.26	Cell.29	Cell.32	Cell.35	Cell.36	Cell.48	Cell.49	Cell.55	Cell.59	Cell.61	Cell.63	Cell.67	Cell.69	Cell.75	Cell.76	Cell.78	Cell.80	Cell.82	Cell.88	Cell.90	Cell.93	Cell.97	Cell.99	Cell.1011	Cell.1012	Cell.1015	Cell.1021	Cell.1028	Cell.1033	Cell.1034	Cell.1035	Cell.1038	Cell.1042	Cell.1043	Cell.1044	Cell.1045	Cell.1047	Cell.1058	Cell.1062	Cell.1069	Cell.1071	Cell.1077	Cell.1085	Cell.2001	Cell.2005	Cell.2013	Cell.2027	Cell.2029	Cell.2032	Cell.2043	Cell.2067	Cell.3004	Cell.3008	Cell.3012	Cell.3013	Cell.3023	Cell.3033	Cell.3038	Cell.3041	Cell.3051	Cell.3068	Cell.3075	Cell.3080	Cell.4007	Cell.4012	Cell.4013	Cell.4021	Cell.4025	Cell.4029	Cell.4037	Cell.4038	Cell.4042	Cell.4045	Cell.4048	Cell.4060	Cell.5002	Cell.5008	Cell.5016	Cell.5019	Cell.5024	Cell.5029	Cell.5033	Cell.5034	Cell.5037	Cell.5045	Cell.5046	Cell.5048	Cell.5049	Cell.6001	Cell.6003	Cell.6007	Cell.6008	Cell.6015	Cell.6025	Cell.6032	Cell.6034	Cell.6036	Cell.6043	Cell.6053	Cell.6054	Cell.6072	Cell.6075	Cell.6076	Cell.7001	Cell.7012	Cell.7014	Cell.7015	Cell.7016	Cell.7017	Cell.7018	Cell.7022	Cell.7030	Cell.7035	Cell.7049	Cell.7051	Cell.7054	Cell.7061	Cell.8020	Cell.8033	Cell.8037	Cell.8038	Cell.8044	Cell.8048	Cell.8049	Cell.9022	Cell.9025	Cell.9030	Cell.9035	Cell.9038	Cell.9046	Cell.9054	Cell.9068	Cell.9071	Cell.10008	Cell.10009	Cell.10010	Cell.10021	Cell.10029	Cell.10030	Cell.10055	Cell.10061	Cell.10063	Cell.10064	Cell.11015	Cell.11022	Cell.11026	Cell.11035	Cell.12013	Cell.12015	Cell.12019	Cell.12027	Cell.12030	Cell.12037	Cell.12038	Cell.12042	Cell.12047	Cell.12057	Cell.12058	Cell.12060	Cell.12073	Cell.12078	Cell.13001	Cell.13006	Cell.13010	Cell.13018	Cell.13025	Cell.13033	Cell.13039	Cell.13044	Cell.13045	Cell.13046	Cell.13047	Cell.13048	Cell.13053	Cell.13054	Cell.13064	Cell.14011	Cell.14017	Cell.14018	Cell.14020	Cell.14022	Cell.14023	Cell.14024	Cell.14026	Cell.14027	Cell.14028	Cell.14036	Cell.15012	Cell.15023	Cell.15039	Cell.15044	Cell.15045	Cell.15053	Cell.16008	Cell.16015	Cell.16018	Cell.16024	Cell.16035	Cell.16044	Cell.17004	Cell.17007	Cell.17009	Cell.17020	Cell.17023	Cell.17027	Cell.17029	Cell.17030	Cell.17033	Cell.17045	Cell.17048	Cell.17059	Cell.18006	Cell.18013	Cell.18022	Cell.18023	Cell.18038	Cell.18048	Cell.19012	Cell.19015	Cell.19022	Cell.19024	Cell.19038	Cell.19041	Cell.19052	Cell.19058	Cell.20015	Cell.20028	Cell.20029	Cell.20039	Cell.20051	Cell.20057	Cell.20060	Cell.22013	Cell.22015	Cell.22019	Cell.22027	Cell.22028	Cell.22029	Cell.22032	Cell.22034	Cell.22037	Cell.22042	Cell.22044	Cell.23016	Cell.23029	Cell.23049	Cell.25019	Cell.25021	Cell.25027	Cell.25031	Cell.25041	Cell.25045	Cell.25050	Cell.25058	Cell.25061	Cell.25066	Cell.25074	Cell.25083	Cell.26002	Cell.26004	Cell.26009	Cell.26013	Cell.26016	Cell.27014	Cell.27019	Cell.27020	Cell.27021	Cell.27023	Cell.27036	Cell.27047	Cell.27049	Cell.27056	Cell.27057	Cell.27064	Cell.27065	Cell.27066	Cell.27067	Cell.27071	Cell.27077	Cell.27082	Cell.28001	Cell.28010	Cell.28014	Cell.28018	Cell.28019	Cell.28027	Cell.28030	Cell.28045	Cell.28049	Cell.28070	Cell.28075	Cell.28077	Cell.29001	Cell.29006	Cell.29010	Cell.29041	Cell.29055	Cell.30005	Cell.30008	Cell.30012	Cell.30021	Cell.30024	Cell.30040	Cell.30043	Cell.30050	Cell.30051	Cell.30058	Cell.30064	Cell.30073	Cell.31002	Cell.31004	Cell.31019	Cell.31021	Cell.31022	Cell.31041	Cell.31044	Cell.31045	Cell.31053	Cell.31063	Cell.31075	Cell.31076	Cell.32001	Cell.32016	Cell.32028	Cell.33007	Cell.33019	Cell.33025	Cell.33036	Cell.33042	Cell.33047	Cell.33049	Cell.33056	Cell.33057	Cell.33063	Cell.33071	Cell.33075	Cell.33082	Cell.34007	Cell.34016	Cell.34019	Cell.34022	Cell.34027	Cell.34029	Cell.34035	Cell.34041	Cell.34045	Cell.34053	Cell.34054	Cell.34058	Cell.34063	Cell.35002	Cell.35004	Cell.35011	Cell.35038	Cell.35047	Cell.35052	Cell.35054	Cell.35056	Cell.35059	Cell.36005	Cell.36008	Cell.36012	Cell.36013	Cell.36022	Cell.36030	Cell.36039	Cell.36056	Cell.37003	Cell.37004	Cell.37015	Cell.37026	Cell.37030	Cell.37032	Cell.37038	Cell.37046	Cell.37059	Cell.37060	Cell.37061	Cell.38001	Cell.38013	Cell.38014	Cell.38015	Cell.38017	Cell.38022	Cell.38026	Cell.38029	Cell.38045	Cell.38048	Cell.38067	Cell.38075	Cell.40010	Cell.40013	Cell.40014	Cell.40020	Cell.40026	Cell.40029	Cell.40038	Cell.40048	Cell.40058	Cell.40064	Cell.41015	Cell.41019	Cell.41027	Cell.41031	Cell.41032	Cell.41042	Cell.41045	Cell.41047	Cell.41052	Cell.41059	Cell.41063	Cell.41064	Cell.41066	Cell.41067	Cell.41068	Cell.41070	Cell.41076	Cell.41078	Cell.42001	Cell.42012	Cell.42013	Cell.42015	Cell.42028	Cell.42032	Cell.42034	Cell.42038	Cell.42041	Cell.42047	Cell.42061	Cell.42063	Cell.42066	Cell.42071	Cell.43006	Cell.43018	Cell.43024	Cell.43037	Cell.43042	Cell.43043	Cell.43055	Cell.44023	Cell.44024	Cell.44032	Cell.44033	Cell.45004	Cell.45013	Cell.45016	Cell.45020	Cell.45022	Cell.45026	Cell.45033	Cell.45042	Cell.45045	Cell.45048	Cell.45053	Cell.45054	Cell.46010	Cell.46014	Cell.46024	Cell.46030	Cell.46033	Cell.46035	Cell.46036	Cell.46042	Cell.46046	Cell.46053	Cell.46055	Cell.46059	Cell.46060	Cell.46063	Cell.46070	Cell.46073	Cell.46075	Cell.47006	Cell.47007	Cell.47009	Cell.47032	Cell.47035	Cell.47036	Cell.47043	Cell.47046	Cell.47054	Cell.47072	Cell.47078	Cell.47079	Cell.47086	Cell.47089	Cell.48004	Cell.48008	Cell.48010	Cell.48014	Cell.48017	Cell.48041	Cell.48047	Cell.48060	Cell.48064	Cell.48067	Cell.49001	Cell.49013	Cell.49017	Cell.49020	Cell.49023	Cell.49043	Cell.49045	Cell.49072	Cell.49077	Cell.49078	Cell.49087	Cell.50001	Cell.50010	Cell.50011	Cell.50012	Cell.50015	Cell.50016	Cell.50021	Cell.50027	Cell.50032	Cell.50033	Cell.50034	Cell.50042	Cell.50053	Cell.50056	Cell.50062	Cell.50063	Cell.50071	Cell.50072	Cell.50075	Cell.50097	Cell.50105	Cell.51002	Cell.51004	Cell.51007	Cell.51008	Cell.51010	Cell.51018	Cell.51024	Cell.51026	Cell.51043	Cell.51046	Cell.51055	Cell.51056	Cell.51057	Cell.52003	Cell.52007	Cell.52012	Cell.52018	Cell.52020	Cell.52033	Cell.52036	Cell.52039	Cell.52043	Cell.52055	Cell.52056	Cell.52058	Cell.52067	Cell.52068	Cell.53009	Cell.53014	Cell.53015	Cell.53016	Cell.53019	Cell.53030	Cell.53033	Cell.53039	Cell.53042	Cell.53043	Cell.53048	Cell.53050	Cell.53052	Cell.53053	Cell.53071	Cell.53089	Cell.54007	Cell.54008	Cell.54015	Cell.54016	Cell.54018	Cell.54020	Cell.54021	Cell.54022	Cell.54031	Cell.54034	Cell.54040	Cell.54049	Cell.54051	Cell.54055	Cell.54056	Cell.55018	Cell.55027	Cell.55046	Cell.55047	Cell.55049	Cell.55052	Cell.55058	Cell.55063	Cell.55067	Cell.55068	Cell.55073	Cell.56003	Cell.56006	Cell.56009	Cell.56010	Cell.56011	Cell.56018	Cell.56019	Cell.56020	Cell.56021	Cell.56024	Cell.56032	Cell.56041	Cell.56046	Cell.56050	Cell.56051	Cell.56052	Cell.56055	Cell.56056	Cell.56062	Cell.56065	Cell.56066	Cell.56068	Cell.56070	Cell.56072	Cell.56078	Cell.57007	Cell.57010	Cell.57017	Cell.57027	Cell.57032	Cell.57033	Cell.57048	Cell.57052	Cell.57067	Cell.58003	Cell.58012	Cell.58017	Cell.58036	Cell.58040	Cell.58041	Cell.59009	Cell.59010	Cell.59012	Cell.59019	Cell.59021	Cell.59023	Cell.59025
1	2	NA	206.5145	230.5631	NA	104.1618	336.188	175.8164	NA	53.5806	NA	NA	833.9027	NA	107.4663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	502.781	NA	NA	105.2736	NA	NA	449.6549	305.9817	NA	NA	32.6396	NA	NA	NA	NA	NA	357.3532	NA	166.417	43.9446	461.1741	NA	635.6819	NA	NA	72.2388	166.1811	299.4618	NA	NA	320.7516	NA	NA	72.9908	NA	NA	79.632	NA	NA	NA	61.8351	NA	128.2944	NA	NA	186.6278	NA	114.5532	NA	NA	529.873	NA	NA	252.6668	NA	NA	NA	NA	1057.7596	NA	370.3811	NA	NA	NA	NA	NA	NA	50.8687	150.6291	NA	253.046	234.0411	NA	102.5363	57.8694	NA	269.2823	NA	47.2348	385.6093	NA	678.6607	148.4881	89.6089	NA	NA	81.563	680.4343	NA	148.1362	NA	NA	NA	NA	NA	128.6561	NA	77.7418	NA	NA	NA	NA	NA	143.8011	132.3724	255.0075	NA	214.3417	NA	NA	656.9316	NA	96.4364	NA	174.7509	NA	NA	NA	NA	205.4724	NA	NA	NA	52.3993	NA	NA	92.4687	42.2347	NA	NA	637.4917	NA	NA	NA	NA	NA	48.8383	NA	118.914	NA	NA	NA	NA	NA	118.0784	303.4528	234.6688	277.0798	NA	338.1737	NA	NA	NA	NA	127.7209	NA	163.8811	NA	NA	26.3773	NA	NA	93.8047	99.4212	165.3285	169.8825	NA	NA	NA	NA	NA	262.4085	NA	NA	201.8469	NA	346.2017	NA	NA	NA	NA	NA	NA	140.3073	NA	NA	45.3001	125.5348	NA	370.6578	NA	NA	58.2411	NA	NA	NA	NA	NA	63.3987	NA	NA	NA	138.0425	51.1351	NA	NA	68.5678	NA	NA	169.0998	344.0198	NA	133.9201	NA	NA	NA	NA	340.6418	NA	NA	81.9468	NA	NA	262.933	70.1307	142.375	NA	NA	114.8414	NA	199.0591	NA	NA	NA	111.5871	NA	NA	NA	NA	46.2253	NA	485.2445	109.1248	NA	193.7734	NA	NA	123.7897	NA	NA	NA	NA	53.9205	181.4697	NA	NA	NA	NA	NA	NA	74.2808	NA	163.242	NA	450.3741	NA	NA	NA	269.7146	71.4147	NA	95.63	977.7782	145.142	NA	92.7801	731.5137	65.0938	197.7472	NA	NA	NA	128.4099	NA	107.1037	595.3769	NA	NA	NA	NA	NA	618.8727	412.2423	NA	NA	NA	252.1868	NA	NA	170.8754	NA	29.2888	NA	NA	146.015	425.6748	NA	94.5686	780.6627	NA	NA	NA	NA	298.5476	NA	NA	NA	NA	NA	NA	159.9079	NA	510.3277	NA	649.5759	NA	NA	120.3343	131.679	112.0608	NA	114.2847	530.3288	NA	NA	NA	NA	NA	70.0836	NA	225.7574	98.2929	NA	NA	NA	NA	NA	NA	477.521	NA	420.1945	214.1493	NA	NA	251.1948	398.8264	NA	84.9661	525.1846	NA	118.7581	NA	169.7915	74.6209	153.6658	NA	40.1061	NA	NA	NA	NA	NA	625.1013	NA	NA	171.611	NA	463.8724	NA	NA	88.513	NA	NA	NA	150.2844	NA	NA	NA	307.3898	NA	NA	NA	NA	NA	NA	122.2728	160.9657	230.1644	NA	NA	130.5215	31.6952	186.5744	NA	204.2875	NA	146.2271	283.5135	97.8812	167.4094	NA	98.546	NA	NA	NA	522.7242	152.1415	NA	107.1837	NA	NA	416.8196	NA	NA	NA	NA	NA	192.0154	NA	NA	NA	210.2066	NA	444.0716	NA	102.452	84.2325	NA	NA	58.4342	143.6563	NA	NA	NA	NA	NA	213.8265	NA	54.9756	NA	402.8649	53.3126	NA	187.2486	NA	197.891	421.6798	NA	NA	787.2402	NA	262.7994	NA	NA	NA	105.8561	NA	NA	NA	496.314	74.9934	306.9841	348.9523	92.4757	NA	NA	147.0315	NA	NA	NA	557.7268	173.7028	109.4548	NA	72.967	146.0523	155.1924	NA	NA	NA	77.568	194.2313	NA	187.6268	NA	NA	NA	NA	NA	NA	NA	NA	NA	271.5938	47.972	NA	NA	NA	NA	NA	218.3054	42.7541	NA	NA	NA	NA	77.1741	264.7746	NA	539.4469	193.6648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	169.4986	NA	NA	NA	126.9289	NA	NA	311.4391	NA	372.453	203.8595	NA	NA	NA	NA	NA	NA	449.5434	NA	NA	76.1202	NA	NA	83.1367	NA	58.5597	NA	NA	108.5305	282.2585	NA	NA	375.143	299.4623	378.2502	396.9078	268.7998	484.5672	NA	NA	479.3193	209.7045	212.5857	NA	426.4042	NA	438.4367	NA	NA	NA	NA	NA	NA	NA	110.2057	65.2423	NA	215.0175	21.0209	356.8485	NA	220.3945	NA	NA	344.5335	298.5017	213.3482	NA	149.3592	NA	NA	46.0204	NA	NA	NA	111.1148	NA	75.6333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	NA	596.7439	145.6277	NA	371.4165	282.6942	224.4656	NA	NA	NA	NA	744.1358	NA	132.5361	NA	NA	NA	NA	443.8672	NA	NA	NA	NA	NA	93.893	NA	NA	133.6442	NA	NA	NA	NA	NA	619.2997	714.6777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	727.8156	NA	79.9181	NA	605.3163	NA	NA	NA	NA	NA	NA	NA	NA	NA	210.9134	NA	NA	352.0014	NA	NA	NA	NA	573.4434	NA	711.9495	97.5892	NA	NA	NA	NA	1104.9808	NA	NA	NA	NA	NA	NA	139.5122	NA	NA	NA	NA	NA	302.1887	85.0645	NA	NA	289.9464	NA	NA	26.1069	NA	NA	NA	NA	434.7316	NA	NA	NA	308.0572	356.2171	NA	NA	NA	NA	NA	NA	NA	NA	342.194	NA	NA	484.7851	NA	NA	NA	NA	NA	NA	NA	87.4299	208.4259	NA	NA	120.2829	NA	247.8947	NA	NA	NA	501.6509	256.1029	577.0934	NA	NA	NA	249.1037	NA	NA	NA	136.2235	NA	NA	354.0422	578.5534	NA	NA	NA	550.4399	NA	NA	NA	NA	89.094	NA	182.4907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	270.5386	NA	129.8404	NA	NA	NA	NA	170.9662	NA	NA	579.3669	NA	584.4342	NA	NA	NA	NA	305.8752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119.3851	NA	401.5038	270.3859	NA	NA	94.6907	16.5654	NA	473.4305	NA	NA	89.1092	38.8102	NA	NA	NA	199.1993	113.1633	NA	NA	NA	111.266	338.1589	NA	NA	258.4414	NA	NA	112.085	NA	NA	NA	NA	354.6332	NA	195.6231	320.4817	NA	NA	58.426	NA	NA	NA	NA	311.6243	NA	NA	NA	NA	260.1828	NA	495.2731	NA	NA	NA	NA	120.4599	NA	248.6749	NA	107.0751	NA	NA	159.9893	NA	NA	NA	NA	NA	NA	NA	198.7895	NA	NA	NA	NA	NA	104.8141	NA	328.2243	NA	NA	NA	384.9159	NA	NA	NA	NA	66.4681	NA	559.7234	1090.2906	NA	NA	NA	198.8828	40.5601	247.8927	169.5054	507.852	NA	157.08	NA	NA	NA	NA	NA	NA	NA	678.6786	NA	206.822	NA	NA	329.6591	419.3642	878.6798	NA	NA	NA	123.582	NA	505.7954	88.4424	NA	NA	NA	785.8106	NA	NA	NA	NA	NA	389.1839	NA	NA	377.8576	NA	288.5245	161.7699	NA	NA	NA	645.1344	NA	NA	180.84	NA	NA	NA	NA	469.778	NA	NA	NA	NA	NA	NA	NA	297.044	558.397	NA	NA	NA	NA	NA	NA	340.91	NA	391.1392	NA	NA	NA	278.524	496.0159	NA	NA	574.718	NA	395.6596	NA	112.4269	85.4143	NA	NA	NA	NA	NA	538.9868	NA	NA	757.7189	NA	NA	NA	NA	474.8193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	215.2174	151.2066	NA	195.1519	NA	NA	NA	45.3067	291.1368	456.4025	NA	NA	NA	534.892	217.3971	NA	NA	NA	NA	NA	96.3565	NA	NA	NA	NA	NA	NA	525.8615	NA	195.0385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	568.7154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127.1473	NA	NA	NA	365.604	522.6208	NA	NA	NA	NA	280.5637	120.8687	NA	NA	NA	NA	247.9925	680.818	434.0077	NA	421.061	326.77	NA	282.2679	NA	139.8614	NA	NA	NA	160.0471	76.318	268.905	NA	NA	NA	NA	NA	NA	NA	139.2865	358.1454	NA	NA	304.1094	NA	NA	NA	NA	NA	NA	NA	415.9584	222.2104	459.1919	NA	NA	NA	NA	NA	NA	NA	NA	217.3438	NA	336.3549	90.2405	NA	576.8348	NA	NA	385.6636	NA	NA	373.6015	NA	NA	NA	NA	NA	NA	NA	NA	NA	128.7291	NA	339.5651	NA	NA	NA	193.5436	NA	586.6563	417.1679	NA	396.223	233.5223	NA	NA	NA	NA	NA	NA	314.9043	NA	NA	338.3458	NA	NA	90.5644	NA	636.4731	206.7786	291.4535	528.5118	309.5423	NA	NA	NA	NA	NA	NA	NA	401.1898	NA	NA	301.6702	229.2452	NA	NA	277.7639	NA	679.7369	NA	NA	NA	NA	859.3718	592.1477	NA	63.8218	NA	189.3883	319.4209	NA	NA	NA	365.4814	898.8155	NA	NA	247.7087	NA	NA	198.8616	624.3732	NA	587.9144	NA	NA	NA	NA	NA	198.2533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	4	NA	701.8247	NA	NA	116.6046	295.0442	124.6928	NA	NA	399.8111	NA	634.1252	NA	347.0052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.6482	NA	NA	72.3916	426.9857	NA	221.1089	129.5948	NA	NA	808.5925	NA	651.9749	NA	NA	NA	151.1046	NA	117.2181	NA	NA	NA	713.9578	NA	NA	NA	997.1862	468.1442	NA	NA	251.4737	NA	NA	437.1776	NA	NA	131.9663	175.1788	NA	857.5161	198.2973	NA	NA	NA	NA	284.707	NA	227.4466	192.5072	NA	493.9229	NA	445.2964	NA	NA	NA	290.183	NA	NA	458.9642	NA	NA	NA	NA	NA	NA	547.12	NA	212.883	NA	NA	190.315	NA	NA	128.7275	NA	NA	NA	NA	NA	NA	86.8326	125.9163	357.5474	NA	NA	NA	NA	NA	NA	NA	NA	353.456	228.2136	NA	453.9639	NA	927.8032	NA	NA	NA	NA	NA	102.1427	690.1339	NA	NA	NA	NA	104.9465	264.9081	NA	134.5317	NA	257.5989	NA	NA	NA	NA	490.0151	NA	NA	NA	183.7577	NA	NA	NA	239.5226	NA	NA	155.048	NA	NA	NA	NA	NA	346.0015	NA	320.568	NA	NA	NA	NA	NA	319.3929	NA	NA	287.3883	NA	430.9756	NA	NA	199.8096	930.4151	591.0603	140.8677	NA	NA	NA	77.5947	NA	NA	NA	NA	499.6639	35.4614	417.61	NA	NA	739.9563	843.2749	NA	NA	NA	416.7374	NA	NA	NA	NA	NA	NA	NA	134.9906	334.6423	NA	NA	353.7768	431.4657	NA	NA	NA	NA	130.1474	NA	NA	NA	NA	253.8759	NA	140.4734	NA	440.8896	226.2191	557.474	NA	NA	271.6243	NA	NA	55.9164	192.5483	NA	367.8586	NA	335.763	NA	143.7828	NA	NA	NA	288.3571	NA	NA	NA	662.968	522.5676	NA	NA	180.9316	NA	158.8649	478.4324	578.7322	NA	340.1196	NA	NA	101.2467	NA	NA	NA	131.6243	240.7395	NA	NA	NA	NA	NA	NA	NA	298.7461	NA	157.9856	NA	NA	NA	326.2963	NA	NA	NA	NA	NA	NA	NA	341.6913	766.4109	NA	NA	NA	NA	NA	532.636	861.4002	452.5594	NA	NA	216.8471	NA	252.6661	150.1109	171.7679	NA	466.4753	NA	424.8011	NA	NA	NA	NA	NA	782.1118	NA	NA	NA	NA	NA	588.8047	909.7406	NA	94.1713	NA	597.5703	NA	NA	NA	NA	NA	473.6455	559.2348	NA	NA	NA	NA	281.8679	NA	866.8464	NA	309.6223	NA	759.7877	260.3604	NA	NA	NA	675.2811	NA	NA	199.6053	57.5485	680.5852	NA	NA	503.5019	NA	NA	NA	NA	NA	NA	NA	446.7571	325.6211	NA	NA	NA	NA	NA	NA	NA	NA	306.6914	NA	NA	NA	289.7573	148.1119	NA	NA	397.8603	NA	NA	NA	135.8668	177.3098	174.1631	NA	165.3924	NA	454.1091	757.2488	150.9276	NA	749.4465	NA	NA	313.8622	NA	NA	357.9308	NA	503.196	NA	NA	NA	151.5886	NA	NA	686.3401	343.1743	134.6317	NA	NA	NA	NA	NA	479.2393	419.3161	392.7872	NA	NA	NA	NA	95.2367	NA	NA	324.196	294.1404	NA	139.3646	NA	112.3854	NA	NA	NA	202.7666	306.8546	337.5945	67.7837	145.0944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	281.8949	NA	422.3161	114.0274	NA	NA	168.297	NA	207.8423	NA	NA	NA	180.2712	NA	NA	NA	NA	906.9159	136.1396	NA	NA	144.7314	317.9053	NA	NA	NA	211.578	NA	252.5816	332.0658	NA	NA	NA	136.9715	367.187	656.7299	484.3578	322.8347	165.7517	NA	NA	515.2076	NA	193.6666	NA	NA	481.5852	549.5126	NA	268.0674	NA	NA	NA	NA	NA	NA	NA	436.1089	NA	NA	338.3478	296.5361	NA	NA	NA	NA	NA	NA	NA	691.4832	325.2279	NA	NA	NA	NA	261.7138	NA	NA	NA	NA	222.5419	NA	290.0655	133.4212	NA	464.2245	NA	434.2246	NA	NA	NA	445.2624	NA	NA	NA	183.936	NA	NA	NA	NA	NA	334.6022	NA	NA	NA	NA	NA	285.8206	NA	602.1541	NA	187.5654	531.3222	382.1488	NA	NA	NA	NA	NA	NA	383.2822	NA	952.9666	184.6267	NA	645.5274	45.6866	NA	NA	134.2269	390.8924	325.7729	NA	NA	NA	NA	254.4747	NA	NA	176.6478	299.829	NA	NA	282.2139	203.7248	224.6175	216.1632	425.4759	NA	220.4933	NA	NA	NA	NA	109.9844	870.5893	NA	103.1968	228.9314	143.5257	450.7717	NA	NA	NA	194.8323	817	NA	143.6459	763.7536	325.7092	840.5872	NA	746.1778	NA	697.3021	NA	NA	NA	258.9657	NA	225.2486	NA	NA	412.367	NA	NA	NA	NA	NA	NA	NA	NA
1	5	NA	706.1883	NA	NA	108.476	222.4887	NA	NA	NA	NA	NA	643.1966	NA	409.1241	NA	NA	NA	NA	457.3847	NA	NA	NA	NA	NA	85.5979	NA	NA	265.3965	182.1244	NA	NA	448.373	NA	NA	NA	NA	213.6551	177.5954	NA	NA	NA	NA	186.2951	NA	382.255	NA	600.1247	NA	NA	80.9195	NA	NA	NA	NA	154.0893	NA	NA	137.1483	105.1526	NA	NA	184.0425	NA	NA	361.5827	NA	275.5592	NA	NA	363.9293	424.0567	463.2038	NA	NA	593.637	NA	NA	NA	NA	NA	NA	NA	NA	368.411	NA	NA	327.3908	NA	NA	NA	NA	NA	NA	316.2019	89.1926	NA	NA	NA	166.704	NA	NA	NA	NA	591.2462	NA	NA	NA	190.8243	NA	NA	NA	NA	NA	NA	NA	NA	NA	491.7089	NA	393.1015	NA	675.8762	NA	NA	NA	NA	NA	NA	NA	NA	NA	277.9213	NA	NA	221.2809	NA	NA	NA	208.8846	257.268	NA	NA	NA	459.8414	NA	NA	NA	109.4156	NA	NA	NA	NA	NA	NA	377.7291	319.5772	NA	NA	NA	NA	241.1249	NA	NA	NA	NA	NA	NA	NA	300.6344	NA	NA	296.6796	NA	NA	NA	317.8581	108.324	405.2539	NA	NA	NA	345.4904	NA	183.707	NA	NA	190.0135	NA	514.549	334.0028	643.192	NA	NA	943.5073	NA	NA	NA	NA	NA	NA	210.3816	NA	NA	NA	749.2671	NA	572.8371	147.1092	NA	NA	NA	NA	NA	NA	NA	NA	NA	240.7016	NA	NA	NA	237.0535	NA	NA	NA	NA	400.3442	NA	NA	574.8762	294.0307	NA	NA	238.1319	103.2112	NA	115.9567	NA	389.1403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	188.2835	NA	NA	463.2149	NA	215.8696	548.795	624.5583	NA	408.1291	NA	NA	328.1206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	399.4639	NA	244.9362	NA	NA	NA	NA	NA	435.7437	NA	NA	NA	283.8913	NA	229.1607	NA	831.2584	NA	NA	NA	NA	NA	NA	387.0919	NA	NA	NA	NA	NA	NA	211.5058	NA	NA	NA	NA	NA	NA	NA	NA	NA	760.2217	NA	NA	NA	NA	384.6211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	561.3395	NA	NA	NA	221.7533	NA	NA	NA	NA	NA	490.8875	NA	122.7807	NA	NA	NA	NA	NA	NA	189.213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	225.3942	NA	341.1306	429.3128	NA	NA	NA	NA	NA	NA	NA	NA	368.0267	139.7315	NA	NA	328.5842	108.2255	NA	NA	400.7772	NA	283.7736	NA	436.1406	169.3842	NA	NA	NA	NA	371.1139	NA	379.0955	NA	684.9892	NA	NA	NA	NA	NA	NA	NA	496.9035	NA	NA	NA	464.5336	NA	NA	648.0071	NA	202.7342	205.2169	NA	NA	NA	NA	250.288	357.1335	451.014	NA	NA	NA	167.5041	216.7241	217.486	NA	471.5183	580.8228	NA	176.6105	425.5715	369.1025	NA	NA	NA	NA	392.0732	315.7294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	525.5809	NA	470.0482	NA	NA	NA	304.3937	254.1833	341.4494	NA	NA	NA	287.6659	NA	NA	NA	NA	799.1701	NA	NA	NA	NA	604.1864	535.582	NA	NA	NA	NA	208.5457	NA	NA	527.3439	81.0529	NA	NA	396.8764	170.4124	NA	NA	NA	NA	NA	NA	196.74	NA	203.0088	NA	NA	38.0845	NA	NA	586.5857	329.6028	NA	NA	NA	NA	432.603	NA	NA	138.2301	388.2202	NA	NA	NA	NA	124.7574	NA	NA	389.9022	NA	174.2456	NA	NA	NA	277.1711	NA	129.3023	NA	NA	282.4574	NA	NA	290.7555	NA	NA	476.2382	213.658	436.5004	NA	NA	NA	NA	NA	NA	NA	734.2596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	399.3533	NA	445.9328	NA	1064.8172	NA	548.4716	NA	NA	NA	NA	NA	NA	225.794	NA	NA	NA	NA	NA	NA	NA	NA	NA	408.8561	NA	NA	NA	NA	NA	NA	NA	449.0333	282.7779	75.9901	NA	NA	729.2969	NA	100.9442	461.0342	462.9951	NA	782.7879	NA	NA	NA	190.3237	269.8376	NA	NA	357.4256	367.7363	275.3689	528.0389	NA	NA	NA	NA	NA	NA	NA	NA	582.691	NA	NA	NA	NA	641.0025	NA	NA	NA	334.7335	NA	340.9942	NA	NA	338.1495	374.5623	NA	NA	NA	NA	NA	NA	NA
