bin1	bin2	out.mean
26	36	370.497008571429
26	37	384.159382080925
26	38	374.032674663073
26	39	399.211049376559
26	40	387.621662857143
26	41	393.080066494845
27	28	251.268996864112
27	29	294.942242073171
27	30	312.904925728155
27	31	325.82465
27	32	309.380958725762
27	33	323.622184633028
27	34	356.685619402985
27	35	369.176571925134
27	36	357.079002941176
27	37	380.633835142857
27	38	383.841553645833
27	39	377.642503809524
27	40	377.605307902736
27	41	396.235682425743
28	29	237.067554372624
28	30	314.937272222222
28	31	289.117181981982
28	32	289.559575294118
28	33	331.874136544851
28	34	316.138499148936
28	35	336.074269803922
28	36	352.474564705882
28	37	349.218026294821
28	38	364.84830719697
28	39	384.783233447099
28	40	356.071218061674
28	41	383.288435106383
29	30	243.373366850829
29	31	273.09167189781
29	32	239.895191222571
29	33	319.022042547425
29	34	335.053252961672
29	35	320.115298181818
29	36	357.931789361702
29	37	358.180442996743
29	38	350.904055900621
29	39	389.925126685393
29	40	374.315350883392
29	41	357.022682215743
30	31	229.480914917127
30	32	281.230984303797
30	33	302.046020042194
30	34	339.350157063712
30	35	341.779630617284
30	36	339.777701840491
30	37	367.026725587467
30	38	371.38119278607
30	39	370.706736147186
30	40	368.042281818182
30	41	363.276460839161
31	32	210.896769875776
31	33	282.6491125
31	34	277.563694160584
31	35	300.415113355049
31	36	336.148347645429
31	37	315.837591319444
31	38	332.718010645161
31	39	359.890540401146
31	40	337.848376978417
31	41	346.162552583587
32	33	250.291550363196
32	34	284.813171692308
32	35	269.254357534247
32	36	314.901720863309
32	37	320.725497575758
32	38	300.212262674095
32	39	351.281357605985
32	40	333.187142038217
32	41	327.888175888325
33	34	231.05809974359
33	35	303.824417647059
33	36	311.631896055227
33	37	344.673149753695
33	38	342.896144600939
33	39	345.37216375
33	40	344.228437801609
33	41	354.070905010893
34	35	239.327594475138
34	36	324.61518025641
34	37	321.232785626911
34	38	333.777868035191
34	39	349.369327704485
34	40	308.54260890411
34	41	347.955067042254
35	36	285.777521867882
35	37	315.264134375
35	38	291.156232637076
35	39	363.406665853659
35	40	348.197836
35	41	349.06320591133
36	37	283.351506280193
36	38	331.369806935123
36	39	363.234447878788
36	40	366.545268571429
36	41	373.308267157895
37	38	237.424943799472
37	39	327.506232493703
37	40	317.019874382716
37	41	341.153685333333
38	39	291.090594626168
38	40	308.246986445783
38	41	318.221716502463
39	40	255.624410732984
39	41	336.2749453125
40	41	255.240977748691
